long_date,Zip,permit_count
11/1/2017,60620,13
11/1/2017,60621,10
11/1/2017,60622,28
11/1/2017,60623,22
11/1/2017,60624,11
11/1/2017,60625,29
11/1/2017,60626,1
11/1/2017,60628,11
11/1/2017,60629,15
11/1/2017,60630,15
11/1/2017,60631,11
11/1/2017,60632,17
11/1/2017,60634,19
11/1/2017,60636,16
11/1/2017,60637,20
11/1/2017,60638,4
11/1/2017,60639,17
11/1/2017,60640,14
11/1/2017,60641,16
11/1/2017,60642,6
11/1/2017,60643,13
11/1/2017,60644,8
11/1/2017,60645,15
11/1/2017,60646,5
11/1/2017,60647,33
11/1/2017,60649,13
11/1/2017,60651,18
11/1/2017,60652,4
11/1/2017,60653,6
11/1/2017,60654,8
11/1/2017,60655,7
11/1/2017,60656,3
11/1/2017,60657,18
11/1/2017,60659,8
11/1/2017,60660,14
11/1/2017,60661,32
11/1/2018,60602,22
11/1/2018,60605,5
11/1/2018,60607,15
11/1/2018,60608,27
11/1/2018,60609,6
11/1/2018,60610,26
11/1/2018,60611,14
11/1/2018,60612,9
11/1/2018,60613,17
11/1/2018,60614,33
11/1/2018,60615,7
11/1/2018,60616,16
11/1/2018,60617,13
11/1/2018,60618,30
11/1/2018,60619,15
11/1/2018,60620,11
11/1/2018,60621,11
11/1/2018,60622,19
11/1/2018,60623,27
11/1/2018,60624,17
11/1/2018,60625,9
11/1/2018,60626,1
11/1/2018,60628,12
11/1/2018,60629,13
11/1/2018,60630,16
11/1/2018,60631,6
11/1/2018,60632,12
11/1/2018,60633,4
11/1/2018,60634,24
11/1/2018,60636,17
11/1/2018,60637,19
11/1/2018,60638,11
11/1/2018,60639,10
11/1/2018,60640,21
11/1/2018,60641,18
11/1/2018,60642,15
11/1/2018,60643,12
11/1/2018,60644,4
11/1/2018,60645,11
11/1/2018,60646,4
11/1/2018,60647,33
11/1/2018,60649,12
11/1/2018,60651,26
11/1/2018,60652,2
11/1/2018,60653,6
11/1/2018,60654,5
11/1/2018,60655,5
11/1/2018,60656,7
11/1/2018,60657,12
11/1/2018,60659,8
11/1/2018,60660,5
11/1/2018,60661,12
11/1/2019,60602,31
11/1/2019,60605,7
11/1/2019,60607,13
11/1/2019,60608,17
11/1/2019,60609,9
11/1/2019,60610,27
11/1/2019,60611,10
11/1/2019,60612,11
11/1/2019,60613,18
11/1/2019,60614,20
11/1/2019,60615,9
11/1/2019,60616,5
11/1/2019,60617,14
11/1/2019,60618,42
11/1/2019,60619,16
11/1/2019,60620,17
11/1/2019,60621,7
11/1/2019,60622,23
11/1/2019,60623,21
11/1/2019,60624,24
11/1/2019,60625,19
11/1/2019,60626,3
11/1/2019,60628,13
11/1/2019,60629,8
11/1/2019,60630,10
11/1/2019,60631,4
11/1/2019,60632,10
11/1/2019,60633,1
11/1/2019,60634,19
11/1/2019,60636,14
11/1/2019,60637,21
11/1/2019,60638,9
11/1/2019,60639,13
11/1/2019,60640,8
11/1/2019,60641,7
11/1/2019,60642,13
11/1/2019,60643,11
11/1/2019,60644,10
11/1/2019,60645,7
11/1/2019,60647,24
11/1/2019,60649,5
11/1/2019,60651,17
11/1/2019,60652,5
11/1/2019,60653,9
11/1/2019,60654,4
11/1/2019,60655,5
11/1/2019,60656,8
11/1/2019,60657,11
11/1/2019,60659,5
11/1/2019,60660,4
11/1/2019,60661,27
12/1/2016,60605,10
12/1/2016,60607,15
12/1/2016,60608,33
12/1/2016,60609,15
12/1/2016,60610,57
12/1/2016,60611,17
12/1/2016,60612,18
12/1/2016,60613,19
12/1/2016,60614,53
12/1/2016,60615,5
12/1/2016,60616,14
12/1/2016,60617,14
12/1/2016,60618,40
12/1/2016,60619,9
12/1/2016,60620,15
12/1/2016,60621,10
12/1/2016,60622,31
12/1/2016,60623,20
12/1/2016,60624,20
12/1/2016,60625,17
12/1/2016,60626,1
12/1/2016,60628,9
12/1/2016,60629,15
12/1/2016,60630,8
12/1/2016,60631,6
12/1/2016,60632,16
12/1/2016,60633,1
12/1/2016,60634,18
12/1/2016,60636,12
12/1/2016,60637,22
12/1/2016,60638,9
12/1/2016,60639,13
12/1/2016,60640,14
12/1/2016,60641,6
12/1/2016,60642,14
12/1/2016,60643,12
12/1/2016,60644,6
12/1/2016,60645,12
12/1/2016,60646,4
12/1/2016,60647,40
12/1/2016,60649,12
12/1/2016,60651,24
12/1/2016,60652,6
12/1/2016,60653,4
12/1/2016,60654,6
12/1/2016,60655,5
12/1/2016,60656,2
12/1/2016,60657,7
12/1/2016,60659,10
12/1/2016,60660,11
12/1/2016,60661,27
12/1/2017,60605,4
12/1/2017,60607,11
12/1/2017,60608,24
12/1/2017,60609,14
12/1/2017,60610,41
12/1/2017,60611,8
12/1/2017,60612,12
12/1/2017,60613,17
12/1/2017,60614,39
12/1/2017,60615,3
12/1/2017,60616,9
12/1/2017,60617,12
12/1/2017,60618,24
12/1/2017,60619,17
12/1/2017,60620,11
12/1/2017,60621,6
12/1/2017,60622,26
12/1/2017,60623,17
12/1/2017,60624,16
12/1/2017,60625,15
12/1/2017,60626,5
12/1/2017,60628,14
12/1/2017,60629,13
12/1/2017,60630,9
12/1/2017,60631,10
12/1/2017,60632,10
12/1/2017,60634,20
12/1/2017,60636,13
12/1/2017,60637,14
12/1/2017,60638,8
12/1/2017,60639,12
12/1/2017,60640,16
12/1/2017,60641,16
12/1/2017,60642,13
12/1/2017,60643,9
12/1/2017,60644,6
12/1/2017,60645,13
12/1/2017,60646,8
12/1/2017,60647,35
12/1/2017,60649,10
12/1/2017,60651,24
12/1/2017,60652,3
12/1/2017,60653,1
12/1/2017,60654,10
12/1/2017,60655,5
12/1/2017,60656,1
12/1/2017,60657,17
12/1/2017,60659,8
12/1/2017,60660,2
12/1/2017,60661,24
12/1/2018,60602,28
12/1/2018,60605,5
12/1/2018,60607,10
12/1/2018,60608,11
12/1/2018,60609,14
12/1/2018,60610,25
12/1/2018,60611,11
12/1/2018,60612,22
12/1/2018,60613,15
12/1/2018,60614,28
12/1/2018,60615,4
12/1/2018,60616,26
12/1/2018,60617,8
12/1/2018,60618,22
12/1/2018,60619,17
12/1/2018,60620,14
12/1/2018,60621,8
12/1/2018,60622,16
12/1/2018,60623,20
12/1/2018,60624,12
12/1/2018,60625,28
12/1/2018,60626,4
12/1/2018,60628,11
12/1/2018,60629,11
12/1/2018,60630,8
12/1/2018,60631,5
12/1/2018,60632,11
12/1/2018,60634,14
12/1/2018,60636,14
12/1/2018,60637,19
12/1/2018,60638,5
12/1/2018,60639,6
12/1/2018,60640,8
12/1/2018,60641,7
12/1/2018,60642,9
12/1/2018,60643,9
12/1/2018,60644,7
12/1/2018,60645,9
12/1/2018,60646,4
12/1/2018,60647,28
12/1/2018,60649,12
12/1/2018,60651,13
12/1/2018,60652,2
12/1/2018,60653,1
12/1/2018,60654,9
12/1/2018,60655,2
12/1/2018,60656,1
12/1/2018,60657,12
12/1/2018,60659,6
12/1/2018,60660,3
12/1/2018,60661,22
12/1/2019,60602,23
12/1/2019,60605,1
12/1/2019,60607,13
12/1/2019,60608,20
12/1/2019,60609,8
12/1/2019,60610,36
12/1/2019,60611,9
12/1/2019,60612,10
12/1/2019,60613,11
12/1/2019,60614,30
12/1/2019,60615,3
12/1/2019,60616,7
12/1/2019,60617,17
12/1/2019,60618,21
12/1/2019,60619,4
12/1/2019,60620,21
12/1/2019,60621,7
12/1/2019,60622,31
12/1/2019,60623,22
12/1/2019,60624,26
12/1/2019,60625,19
12/1/2019,60626,2
12/1/2019,60628,13
12/1/2019,60629,10
12/1/2019,60630,15
12/1/2019,60631,5
12/1/2019,60632,12
12/1/2019,60634,18
12/1/2019,60636,10
12/1/2019,60637,21
12/1/2019,60638,2
12/1/2019,60639,13
12/1/2019,60640,4
12/1/2019,60641,12
12/1/2019,60642,16
12/1/2019,60643,14
12/1/2019,60644,10
12/1/2019,60645,10
12/1/2019,60646,3
12/1/2019,60647,33
12/1/2019,60649,7
12/1/2019,60651,25
12/1/2019,60652,7
12/1/2019,60653,3
12/1/2019,60654,7
12/1/2019,60655,4
12/1/2019,60656,4
12/1/2019,60657,11
12/1/2019,60659,4
12/1/2019,60660,4
12/1/2019,60661,27
