month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
201803,60645,"chicago, il",227500,86,45,56,127.7777778,1200,274232,141
201802,60645,"chicago, il",215050,82,44.5,36,129.2563584,1200,260514,126
201801,60645,"chicago, il",210050,91,68.5,40,132.5630607,1200,263991,128
201712,60645,"chicago, il",225050,107,73,24,143.0434783,1256,268554,159
201711,60645,"chicago, il",232500,131,58,36,140,1313.5,276878,184
201710,60645,"chicago, il",249950,132,44,52,140.6086957,1459,289036,192
201709,60645,"chicago, il",225050,116,39,44,130.7860262,1424,280916,176
201708,60645,"chicago, il",221163.5,108,50.5,64,129.1423077,1300,273542,178
201707,60645,"chicago, il",219950,107,44,44,128.125,1300,265555,176
201706,60645,"chicago, il",244500,107,42,56,129.4774436,1400,286199,199
201705,60645,"chicago, il",239500,107,37,64,131.0064935,1250,276305,199
201704,60645,"chicago, il",225050,110,43,68,118.75,1200,269985,180
201703,60645,"chicago, il",210050,94,46,52,111.4502165,1162.5,252147,156
201702,60645,"chicago, il",195049.5,80,54.5,40,100.9914773,1000,238755,143
201701,60645,"chicago, il",189050,77,68.5,28,102.3798701,1100,237238,146
201612,60645,"chicago, il",189050,92,61,28,102.0454545,1050,248173,163
201611,60645,"chicago, il",204550,115,56,32,107.1994048,1245,254761,180
201610,60645,"chicago, il",199050,123,52,52,111.25,1263,251725,186
201609,60645,"chicago, il",192050,131,48,52,116.7387276,1200,246089,196
201608,60645,"chicago, il",185000,122,37.5,52,117.75,1200,234990,203
201607,60645,"chicago, il",180050,115,47,52,116.4705882,1161,229252,193
202010,60646,"chicago, il",519550,68,32,48,205.9690494,2056,618918,125
202009,60646,"chicago, il",509050,69,34,44,221.1234776,1900,578727,126
202008,60646,"chicago, il",508950,63,28,44,238.1919756,1800,601960,127
202007,60646,"chicago, il",544500,68,31.5,48,237.6697965,1800,620950,130
202006,60646,"chicago, il",544050,61,28,48,222.6910455,1876,605827,113
202005,60646,"chicago, il",499050,59,51,40,227.2222222,1872,607337,92
202004,60646,"chicago, il",499950,51,38,20,222.0868347,2010,612465,87
202003,60646,"chicago, il",450050,59,26.5,48,229.4526036,1900.5,560998,107
202002,60646,"chicago, il",450050,58,28,36,218.2142857,1969,559807,103
202001,60646,"chicago, il",430050,64,64,24,217.5162338,1637.5,535564,91
201912,60646,"chicago, il",427500,78,51.5,16,221.5909091,1692,522770,101
201911,60646,"chicago, il",429050,93,55,32,212.7979569,1692,517141,121
201910,60646,"chicago, il",424050,102,50,32,216.6035239,1571.5,502637,137
201909,60646,"chicago, il",424550,113,45.5,40,219.8958618,1616.5,504309,145
201908,60646,"chicago, il",433564.2857,113,43,56,222.6429651,1653.428571,515268,159
201907,60646,"chicago, il",439950,111,37.5,56,221.735268,1702,523603,170
201906,60646,"chicago, il",449050,118,32,80,221.6111111,1700,529851,182
201905,60646,"chicago, il",457550,107,36.5,60,226.1570184,1678,541972,174
201904,60646,"chicago, il",489085.7143,102,28.5,64,231.9943666,1698.5,559609,171
201903,60646,"chicago, il",492835.7143,91,35,68,226.6983979,1746.714286,561562,145
201902,60646,"chicago, il",499500,77,33.5,56,226.1502413,1774,573780,114
201901,60646,"chicago, il",482050,74,64.5,56,216.6333333,1769,559154,99
201812,60646,"chicago, il",450050,89,61,4,211.6938617,1741,531262,123
201811,60646,"chicago, il",450050,118,45,36,215.7782078,1827,520898,151
201810,60646,"chicago, il",465050,126,39,52,212.6651127,1850.5,528945,168
201809,60646,"chicago, il",475050,121,45,64,207.4328358,1741,544021,170
201808,60646,"chicago, il",457050,132,38,64,206.8414179,1733,536358,179
201807,60646,"chicago, il",480050,125,37,68,206.25,1947,545492,175
201806,60646,"chicago, il",489050,120,36,76,214.6268657,1994,551275,178
201805,60646,"chicago, il",509550,104,33.5,72,217.6916667,2010,579707,172
201804,60646,"chicago, il",510050,90,40.5,52,224.275,2030,577452,164
201803,60646,"chicago, il",515050,93,35,48,219.4046307,2110,576761,160
201802,60646,"chicago, il",505000,82,43,48,213.1709368,2024,557450,130
201801,60646,"chicago, il",518050,78,80.5,24,207.7529012,2149,576156,112
201712,60646,"chicago, il",499950,92,70,20,208.9185393,1969,553621,134
201711,60646,"chicago, il",499950,102,56.5,24,211.3837526,1968,561244,142
201710,60646,"chicago, il",499950,118,47,52,211.6449511,1916.5,564342,163
201709,60646,"chicago, il",510050,119,45,40,220,1919,553965,172
201708,60646,"chicago, il",499550,123,38.5,64,223.4508929,1800,539612,183
201707,60646,"chicago, il",489950,120,39,60,220.5047319,1900,534597,177
201706,60646,"chicago, il",495000,110,33.5,60,221.241006,1884,557004,171
201705,60646,"chicago, il",512450,98,36.5,44,220.5090814,1834,558366,162
201704,60646,"chicago, il",529950,103,38,52,211.0555556,1875,590984,169
201703,60646,"chicago, il",499500,94,28,64,220.9154482,1787.5,565034,155
201702,60646,"chicago, il",524050,82,37.5,52,219.1262024,1784,579899,126
201701,60646,"chicago, il",499050,79,59,32,215.6770833,1599.5,537229,117
201612,60646,"chicago, il",459050,78,75,16,211.9116663,1594.5,541824,124
201611,60646,"chicago, il",489950,100,59.5,32,217.3482143,1724,554853,160
201610,60646,"chicago, il",495050,122,48,44,211.6666667,1689,548513,175
201609,60646,"chicago, il",489050,128,45.5,56,208.0555556,1666.5,553302,180
201608,60646,"chicago, il",499950,125,44,40,206.9853524,1792,569805,190
201607,60646,"chicago, il",499950,122,37,64,211.6666667,1794,559589,188
202010,60647,"chicago, il",499050,314,25,200,242.1602787,1200,587449,478
202009,60647,"chicago, il",504500,294,23,252,236.9444444,1210,611991,476
202008,60647,"chicago, il",499950,241,22,204,230,1250,611337,458
202007,60647,"chicago, il",512050,188,24,196,208.101173,1100,617459,410
202006,60647,"chicago, il",525050,188,23.5,172,205.7853851,1020.5,613126,368
202005,60647,"chicago, il",540050,155,44,116,202.4286437,1100,622428,278
202004,60647,"chicago, il",537450,161,36.5,80,207.7747748,1050,612413,288
202003,60647,"chicago, il",525050,156,27,112,235.8452381,1200,630544,344
202002,60647,"chicago, il",525050,155,28,132,191.5384615,1100,625691,298
202001,60647,"chicago, il",549950,157,35,92,221.7982456,1146.5,644969,239
201912,60647,"chicago, il",525000,172,51.5,60,229.2353896,1161,612227,261
201911,60647,"chicago, il",509050,218,35,100,217.3478261,1100,602157,320
201910,60647,"chicago, il",499050,227,30,136,238.7718111,1326,616603,337
201909,60647,"chicago, il",499050,242,26,176,239.2667793,1306.5,622684,351
201908,60647,"chicago, il",508192.8571,228,38,124,243.7009011,1369,636860,357
201907,60647,"chicago, il",515050,218,35.5,116,256.7174552,1450,638471,370
201906,60647,"chicago, il",519950,234,24,184,250,1350,632092,437
201905,60647,"chicago, il",517500,213,31,172,237.7117794,1242.5,625092,436
201904,60647,"chicago, il",508251.7857,209,25,164,245.9176456,1246.428571,625585,409
201903,60647,"chicago, il",510764.2857,200,25,168,241.1177606,1221.428571,614902,359
201902,60647,"chicago, il",522050,190,39,148,233.1666667,1200,609479,295
201901,60647,"chicago, il",515050,179,55.5,148,230.3846154,1200,584576,262
201812,60647,"chicago, il",499050,215,54,80,226.9230769,1114,584454,300
201811,60647,"chicago, il",492049.5,242,41,92,218.170867,1200,581886,357
201810,60647,"chicago, il",499494,251,34,116,213.974359,1136,594554,363
201809,60647,"chicago, il",525050,255,31,160,211.1111111,997,604578,368
201808,60647,"chicago, il",539950,225,30.5,152,209.6179966,1150,604554,368
201807,60647,"chicago, il",535050,225,31,148,196.1988304,1055,604352,382
201806,60647,"chicago, il",559050,213,27,180,191.2758621,1000,628507,402
201805,60647,"chicago, il",549050,194,30,160,161.24109,800,614263,414
201804,60647,"chicago, il",559050,189,23.5,172,119.3945385,724,660447,396
201803,60647,"chicago, il",549900,154,32,120,172.7272727,900,659250,344
201802,60647,"chicago, il",549050,160,25,124,0,0,655610,297
201801,60647,"chicago, il",537200,141,57,128,135.2613798,750,634814,231
201712,60647,"chicago, il",499050,154,60,40,182.983683,1150,627974,255
201711,60647,"chicago, il",500049,205,42,108,189.7432266,1200,621941,334
201710,60647,"chicago, il",499950,227,32,132,188.6291683,1054,611845,356
201709,60647,"chicago, il",499950,225,25,136,199.7891693,1155,598143,348
201708,60647,"chicago, il",497000,217,29,176,192.3677249,1200,597718,353
201707,60647,"chicago, il",500050,188,36,120,193.96,1280,632991,371
201706,60647,"chicago, il",520050,174,30.5,152,199.9581667,1260.5,623727,381
201705,60647,"chicago, il",527050,153,29.5,144,193.0714286,1150,632548,405
201704,60647,"chicago, il",549050,149,32,144,198.156682,1150,650110,412
201703,60647,"chicago, il",528550,149,29.5,132,189.6666667,1050,634960,369
201702,60647,"chicago, il",507050,144,28,140,187.2708333,1200,620415,327
201701,60647,"chicago, il",532000,147,45,116,190.8928571,1142.5,631051,273
201612,60647,"chicago, il",499550,167,62.5,44,210.2843793,1240,602508,287
201611,60647,"chicago, il",499950,212,46.5,100,185.6,1100,582325,341
201610,60647,"chicago, il",499050,236,33,108,197.9166667,1200,589167,383
201609,60647,"chicago, il",488550,226,30,184,194.975,1150,591029,383
201608,60647,"chicago, il",475050,199,33,140,193.4935522,1200,584169,367
201607,60647,"chicago, il",479050,191,30,148,183.2,1200,583016,397
202010,60649,"chicago, il",127550,62,43,32,87.5,1300,172184,112
202009,60649,"chicago, il",117500,64,46,32,77.38709677,1350,156625,106
202008,60649,"chicago, il",115050,57,64,24,75,1350,155105,104
202007,60649,"chicago, il",100050,58,74.5,24,64.13570556,1225,146129,97
202006,60649,"chicago, il",129550,64,80.5,20,80.64035088,1331,156869,101
202005,60649,"chicago, il",167000,70,107,24,89.5,1500,174095,111
202004,60649,"chicago, il",160049,75,96.5,16,88.75,1389,165555,108
202003,60649,"chicago, il",125050,81,94.5,16,81.98356808,1362,156037,117
202002,60649,"chicago, il",158050,88,67,12,89.77272727,1362,166162,128
202001,60649,"chicago, il",147049,85,65.5,28,88.63636364,1396,158666,130
201912,60649,"chicago, il",130050,91,66,32,80.63380282,1500,153845,145
201911,60649,"chicago, il",125250,88,64,28,74.89878543,1500,158477,135
201910,60649,"chicago, il",127650,92,57,32,80.28340081,1500,159092,132
201909,60649,"chicago, il",125957.1429,93,64.5,32,78.7073499,1393.571429,156007,129
201908,60649,"chicago, il",125807.1429,86,64,20,79.82401656,1348.571429,151005,133
201907,60649,"chicago, il",125000,84,67.5,32,79.08333333,1425,148101,136
201906,60649,"chicago, il",99950,88,62,16,70,1350,133606,130
201905,60649,"chicago, il",111550,92,52.5,28,74.80549145,1393.5,147465,130
201904,60649,"chicago, il",118000,82,49.5,36,78.45364617,1390.642857,156703,119
201903,60649,"chicago, il",140621.4286,72,80,28,79.46275946,1422.142857,168556,102
201902,60649,"chicago, il",137250,67,95.5,24,71.94827586,1449,170566,102
201901,60649,"chicago, il",122000,74,77.5,12,71.19223449,1377.5,160861,109
201812,60649,"chicago, il",119950,87,57,36,69.44444444,1500,154552,124
201811,60649,"chicago, il",129950,80,56,24,75.82620321,1474,159622,118
201810,60649,"chicago, il",114950,85,54.5,32,67.62152778,1500,148016,124
201809,60649,"chicago, il",125050,79,52,32,71.42857143,1500,151251,127
201808,60649,"chicago, il",127550,71,53,28,79.28374803,1474,156359,120
201807,60649,"chicago, il",125050,78,53,36,79.20491453,1400,155700,128
201806,60649,"chicago, il",135050,80,39,40,81.81818182,1448,166317,135
201805,60649,"chicago, il",129000,72,48,32,80.73051948,1517,169876,128
201804,60649,"chicago, il",118600,70,66.5,28,73.29528478,1532.5,159716,125
201803,60649,"chicago, il",99950,84,65,28,68.75,1500,162370,128
201802,60649,"chicago, il",107500,76,80.5,24,75.65274725,1584,165765,127
201801,60649,"chicago, il",100050,80,89.5,32,73.07692308,1520,162432,133
201712,60649,"chicago, il",95050,95,87,16,61,1400,146436,147
201711,60649,"chicago, il",95050,101,80.5,20,65.37197232,1370,145004,152
201710,60649,"chicago, il",99800,98,84,28,63.40909091,1424,151059,152
201709,60649,"chicago, il",95050,103,70,24,61,1300,144136,155
201708,60649,"chicago, il",95050,102,70,36,59.24242424,1408,148267,154
201707,60649,"chicago, il",99050,99,68,24,58.2010582,1400,152242,159
201706,60649,"chicago, il",121300,94,53,20,68.99693878,1357,147846,159
201705,60649,"chicago, il",117050,97,43,52,67.80523256,1500,144241,155
201704,60649,"chicago, il",125050,86,45,36,73.52941176,1445,151027,133
201703,60649,"chicago, il",120000,73,49.5,36,63.20855173,1582,152928,120
201702,60649,"chicago, il",92300,74,82.5,28,58.60279784,1515,134143,125
201701,60649,"chicago, il",94050,78,78,28,58.5026738,1400,134961,121
201612,60649,"chicago, il",95050,89,82,20,61.54829545,1302,138364,139
201611,60649,"chicago, il",109050,95,71,28,67.05882353,1344.5,145680,157
201610,60649,"chicago, il",99050,96,83,24,65.30612245,1400,134089,162
201609,60649,"chicago, il",95050,95,70.5,20,67.12815019,1300,137210,167
201608,60649,"chicago, il",102050,94,58.5,28,70.18926056,1371.5,142126,173
201607,60649,"chicago, il",104550,96,66,40,57.41127349,1400,145020,169
202010,60651,"chicago, il",220050,35,51,24,115.6,1200,284752,74
202009,60651,"chicago, il",245050,36,41,16,133.156301,1250,288518,88
202008,60651,"chicago, il",209950,38,39,16,133.3333333,1250,242363,95
202007,60651,"chicago, il",213800,47,34.5,32,122.7268182,1400,228529,91
202006,60651,"chicago, il",227000,38,48.5,24,132.9509456,1456.5,220199,78
202005,60651,"chicago, il",220050,38,51,20,133.5,1400,220061,75
202004,60651,"chicago, il",220000,47,45,20,129.7718003,1485,217147,81
202003,60651,"chicago, il",224500,43,39,28,131.75,1450,224219,82
202002,60651,"chicago, il",224950,50,48,28,142.0454545,1500,229157,80
202001,60651,"chicago, il",220000,50,71.5,24,135.7704545,1400,221126,84
201912,60651,"chicago, il",220050,65,61.5,24,136.1843434,1400,224664,95
201911,60651,"chicago, il",225050,69,44,24,158.776807,1400,245094,100
201910,60651,"chicago, il",245000,73,37,36,146.4275362,1400,244114,109
201909,60651,"chicago, il",237050,75,29.5,60,134.0445269,1421,239824,113
201908,60651,"chicago, il",232478.5714,65,33,68,129.5472207,1421,237228,99
201907,60651,"chicago, il",234049.5,55,36.5,40,132.0165945,1420.5,242480,90
201906,60651,"chicago, il",230049,56,34,32,124.9642857,1441,242723,92
201905,60651,"chicago, il",229550,44,43.5,36,130.796371,1353,229359,79
201904,60651,"chicago, il",225314.2857,39,44,20,115.5109489,1325,206941,79
201903,60651,"chicago, il",227864.2857,41,44,20,126.0353046,1378.571429,219545,76
201902,60651,"chicago, il",237050,43,50.5,16,131.0668498,1388.5,230209,73
201901,60651,"chicago, il",219000,43,47,20,98.82571075,1413,211591,70
201812,60651,"chicago, il",230050,48,49,28,111.198,1644,216102,78
201811,60651,"chicago, il",229950,47,51,16,110.3344218,1631,213741,82
201810,60651,"chicago, il",239500,50,40.5,28,124.7557486,1434.5,232278,90
201809,60651,"chicago, il",225050,55,45,28,121.3952959,1426,213068,95
201808,60651,"chicago, il",219550,51,41,24,122.8940494,1400,211875,89
201807,60651,"chicago, il",199950,48,31.5,28,116.0732139,1462,201052,87
201806,60651,"chicago, il",215050,42,35,32,130,1500,207312,86
201805,60651,"chicago, il",205000,42,45,28,118.6538462,1400,203807,94
201804,60651,"chicago, il",222050,49,32.5,24,124.630699,1376,220373,97
201803,60651,"chicago, il",210950,47,40,36,123.0769231,1385,205231,89
201802,60651,"chicago, il",219050,51,53,28,127.8789695,1367.5,214169,91
201801,60651,"chicago, il",214000,52,58,20,131.3298582,1316.5,212610,87
201712,60651,"chicago, il",218050,44,53,24,120.5183585,1350,216640,84
201711,60651,"chicago, il",195050,49,37,24,110.0196464,1375,212261,90
201710,60651,"chicago, il",205000,47,35.5,28,112.4179944,1222,217137,95
201709,60651,"chicago, il",195050,48,40,16,105.4383117,1289,206984,96
201708,60651,"chicago, il",201000,48,53.5,24,105.873919,1250,206204,101
201707,60651,"chicago, il",189950,52,46,20,99.96,1290,192333,115
201706,60651,"chicago, il",197750,52,39,36,113.5321101,1491.5,194798,113
201705,60651,"chicago, il",185550,49,55,28,111.4972115,1500,196573,107
201704,60651,"chicago, il",175050,57,66,28,99.96,1483,183526,106
201703,60651,"chicago, il",155050,67,84.5,28,103.141726,1331.5,172938,111
201702,60651,"chicago, il",151550,64,84,20,103.3942313,1234.5,165521,110
201701,60651,"chicago, il",142500,68,61.5,24,92.5,1300,159510,112
201612,60651,"chicago, il",139050,70,57,24,88.83333333,1367,159104,121
201611,60651,"chicago, il",139950,70,50.5,28,89.99962564,1293,160309,120
201610,60651,"chicago, il",144950,70,57,28,86.35154062,1300,155742,120
201609,60651,"chicago, il",146050,67,55.5,28,81.8277027,1196,152198,122
201608,60651,"chicago, il",132550,62,48.5,32,81.66407867,1292,146165,115
201607,60651,"chicago, il",135050,55,48,28,89.78794643,1300,148007,112
202010,60652,"chicago, il",225050,24,50,24,158.9324619,1100,197423,107
202009,60652,"chicago, il",225050,29,49,24,153.8139413,1153,203056,113
202008,60652,"chicago, il",220050,32,38,28,161.875,1162,194759,113
202007,60652,"chicago, il",213750,33,58,24,140.3615479,1110,190520,105
202006,60652,"chicago, il",183049.5,43,52,28,126.8181818,1151,183776,110
202005,60652,"chicago, il",194950,50,57,32,135.8024691,1120,187644,114
202004,60652,"chicago, il",210050,52,36.5,32,161.5431909,1100,195512,123
202003,60652,"chicago, il",212450,54,36.5,48,165.6541859,1132,201740,128
202002,60652,"chicago, il",225050,63,43,24,155.8602151,1213,215626,121
202001,60652,"chicago, il",220000,68,46.5,32,145.3483648,1251,210787,121
201912,60652,"chicago, il",219550,72,53.5,28,137.135219,1264.5,204600,130
201911,60652,"chicago, il",215050,81,47,48,135.0850851,1238,204160,150
201910,60652,"chicago, il",219954.5,85,43.5,48,139.1231618,1245,201270,164
201909,60652,"chicago, il",218121.3571,94,36,56,133.6547513,1240.642857,202110,174
201908,60652,"chicago, il",208620.8571,88,36,60,138.4636604,1215.142857,201768,160
201907,60652,"chicago, il",212500,84,33,48,141.7614351,1192.5,203269,153
201906,60652,"chicago, il",220050,80,33,56,137.5,1200,210999,141
201905,60652,"chicago, il",220050,65,39,52,126.2896825,1202.5,201466,134
201904,60652,"chicago, il",217550,69,42,48,134.4115198,1200,193661,139
201903,60652,"chicago, il",209278.5714,79,49,40,134.3957162,1200,186515,139
201902,60652,"chicago, il",205000,85,63.5,32,132.6237624,1186.5,182721,141
201901,60652,"chicago, il",196500,95,66.5,40,132.6237624,1138,175602,145
201812,60652,"chicago, il",205050,101,59,52,145.0473186,1170,183774,177
201811,60652,"chicago, il",205050,114,42.5,48,145.1251705,1154.5,189784,199
201810,60652,"chicago, il",207500,113,30.5,60,148.0166998,1192.5,197729,197
201809,60652,"chicago, il",199950,98,43,76,148.3357453,1200,193020,185
201808,60652,"chicago, il",199999.5,99,47.5,52,144.1209677,1237,195109,192
201807,60652,"chicago, il",199050,108,41,52,145.0113758,1203,191298,207
201806,60652,"chicago, il",180050,100,40,72,141.7910448,1200,183657,205
201805,60652,"chicago, il",190050,90,41.5,64,133.3333333,1200,183484,183
201804,60652,"chicago, il",197049.5,85,36,44,134.5737805,1186.5,187072,164
201803,60652,"chicago, il",189950,77,46,52,136.984127,1130,182291,156
201802,60652,"chicago, il",199049,87,44,36,141.6044809,1120,183884,156
201801,60652,"chicago, il",197500,96,49.5,40,131.4710472,1149,184969,166
201712,60652,"chicago, il",195050,105,56,56,141.4146341,1148,189304,182
201711,60652,"chicago, il",199550,114,43,56,142.2635097,1171,189884,198
201710,60652,"chicago, il",190000,126,44,76,143.5510967,1165,190147,206
201709,60652,"chicago, il",189950,124,43,40,141.5178571,1200,189812,207
201708,60652,"chicago, il",192500,134,37.5,60,147.5793982,1180,190761,231
201707,60652,"chicago, il",199050,120,33,84,143.2222222,1193,189013,232
201706,60652,"chicago, il",197500,118,44.5,60,144.063984,1200,190202,237
201705,60652,"chicago, il",199550,125,39,80,142.9078675,1199,191351,244
201704,60652,"chicago, il",194950,124,36,60,137.1724138,1200,185289,233
201703,60652,"chicago, il",189950,128,30.5,92,133.6538462,1246,185195,219
201702,60652,"chicago, il",187450,124,36,88,133.1467949,1218.5,179832,205
201701,60652,"chicago, il",189050,117,56.5,68,139.4364341,1176,179880,200
201612,60652,"chicago, il",175000,137,50.5,48,138.2904795,1139,174147,220
201611,60652,"chicago, il",182450.5,140,36,80,137.5544872,1200,176778,228
201610,60652,"chicago, il",185050,117,44,72,133.6538462,1251,179319,216
201609,60652,"chicago, il",182500,107,54,64,130.1096096,1205.5,175719,208
201608,60652,"chicago, il",180050,107,52.5,56,129.6096096,1200,175943,217
201607,60652,"chicago, il",179050,112,44,60,129.9,1166,175115,225
202010,60653,"chicago, il",345050,83,40,36,149.95,1800,371607,149
202009,60653,"chicago, il",369950,70,35.5,40,150.0526316,1850,391731,146
202008,60653,"chicago, il",369950,71,32,60,146.1538462,1800,390098,153
202007,60653,"chicago, il",379550,67,47.5,52,139.5,1830,401861,152
202006,60653,"chicago, il",379050,76,46,36,143.8305613,1709,398416,151
202005,60653,"chicago, il",324050,89,49,56,139.8809524,1728,375834,146
202004,60653,"chicago, il",322000,88,58,40,132.1428571,1550,383659,151
202003,60653,"chicago, il",319550,91,43.5,48,132.4958085,1500,386568,162
202002,60653,"chicago, il",359050,92,34,48,127.4725275,1600,403619,153
202001,60653,"chicago, il",354550,97,48,48,122.4320652,1675,402769,155
201912,60653,"chicago, il",372450,105,59.5,20,134.6227826,1900,412416,162
201911,60653,"chicago, il",375050,122,51,44,142.7857143,1850,415428,180
201910,60653,"chicago, il",374500,126,54.5,44,140.0974026,1825,411439,191
201909,60653,"chicago, il",370050,121,49.5,44,136.6789216,1882.142857,393380,186
201908,60653,"chicago, il",358564.2857,117,50,32,135.6234386,1807.142857,384876,175
201907,60653,"chicago, il",347450,110,44,36,140.1776062,1700,384939,175
201906,60653,"chicago, il",329950,113,43,56,145.4166667,1700,371692,195
201905,60653,"chicago, il",337050,107,40.5,48,152.2970491,1800,386363,186
201904,60653,"chicago, il",318521.4286,104,37.5,68,158.4636815,1800,375742,173
201903,60653,"chicago, il",343521.4286,96,35,80,152.0844522,1800,378669,158
201902,60653,"chicago, il",343500,93,50.5,64,148.3076992,1925,385432,149
201901,60653,"chicago, il",344000,93,74.5,44,142.73458,1921,384254,138
201812,60653,"chicago, il",344950,108,60,24,145.4545455,1862,375913,151
201811,60653,"chicago, il",347500,121,47.5,40,139.5357143,2000,386800,162
201810,60653,"chicago, il",367500,112,54.5,48,137.5595238,2004,395916,167
201809,60653,"chicago, il",359950,108,50,36,141.5420928,1846,390392,174
201808,60653,"chicago, il",359950,101,43.5,44,137.6220588,1800,384409,170
201807,60653,"chicago, il",314500,85,38.5,36,144.0145226,1725,367086,159
201806,60653,"chicago, il",289950,81,42,52,145,1700,375648,153
201805,60653,"chicago, il",325050,67,50,32,150.0475244,1754,393178,152
201804,60653,"chicago, il",312500,81,43.5,36,141.4285714,1800,367295,170
201803,60653,"chicago, il",295050,92,53,48,126.1428571,1758,344585,165
201802,60653,"chicago, il",269550,93,62.5,36,134.1666667,1658,322361,162
201801,60653,"chicago, il",279050,95,71,32,138.7318841,1722,327566,155
201712,60653,"chicago, il",274050,121,56,20,137.5,1800,333487,176
201711,60653,"chicago, il",269549.5,131,44,48,137.46875,1758,329759,188
201710,60653,"chicago, il",257550,111,43,48,134.5740741,1600,312925,171
201709,60653,"chicago, il",257050,105,38,52,128.206278,1600,307481,161
201708,60653,"chicago, il",274545,96,46,48,128.6666667,1680,313577,164
201707,60653,"chicago, il",289050,80,33,44,128.5,1800,343218,152
201706,60653,"chicago, il",344950,69,52.5,28,136.7958832,1940,358885,143
201705,60653,"chicago, il",359050,68,52.5,32,138.1314623,2150,370502,154
201704,60653,"chicago, il",339950,65,53,32,130.5,2100,354344,148
201703,60653,"chicago, il",331550,68,52,28,122.9569816,2107.5,355179,151
201702,60653,"chicago, il",320000,76,44,36,122.7041406,1950,331434,158
201701,60653,"chicago, il",289050,75,66.5,44,121.9043617,1840.5,310299,156
201612,60653,"chicago, il",275050,77,73,20,120.9952707,1800,310951,157
201611,60653,"chicago, il",254499.5,103,60.5,36,120.9511396,1800,298539,177
201610,60653,"chicago, il",249950,98,53,32,121.1818182,1800,303589,177
201609,60653,"chicago, il",237050,90,46,32,126.3886111,1666,301320,173
201608,60653,"chicago, il",246050,82,50,48,124.6875,1633,304376,177
201607,60653,"chicago, il",236050,81,58,36,116.2352941,1550,276292,185
202010,60654,"chicago, il",432050,481,42,160,363.5116598,1138,631408,533
202009,60654,"chicago, il",449500,470,37,216,370.9005376,1147,639039,545
202008,60654,"chicago, il",469050,394,33,180,371.1627907,1154,664435,485
202007,60654,"chicago, il",479550,328,30.5,228,374.5275219,1190.5,716169,421
202006,60654,"chicago, il",499999.5,254,35.5,152,388.566961,1200,798132,351
202005,60654,"chicago, il",499950,234,60,120,388.8888889,1187,793770,305
202004,60654,"chicago, il",489550,207,51.5,52,393.3879229,1193.5,794391,280
202003,60654,"chicago, il",499494,222,32.5,96,389.9497992,1200,788517,332
202002,60654,"chicago, il",515050,209,36,124,387.5,1225,801239,304
202001,60654,"chicago, il",508800,197,62,88,383.8032171,1250,807488,265
201912,60654,"chicago, il",492550,205,64.5,32,380,1224,777741,271
201911,60654,"chicago, il",500049,236,50,84,379.1208791,1248,776343,315
201910,60654,"chicago, il",500050,250,37.5,104,378.5862069,1249,784216,342
201909,60654,"chicago, il",514692.8571,264,38,160,381.4500684,1223.214286,782238,351
201908,60654,"chicago, il",512192.8571,271,52,152,382.9001368,1210.714286,802224,379
201907,60654,"chicago, il",499994,273,43.5,100,383.9363625,1200,809739,396
201906,60654,"chicago, il",495050,291,35,160,384.8275862,1200,787790,422
201905,60654,"chicago, il",492550,278,38,148,384.3666107,1200,829747,412
201904,60654,"chicago, il",508621.3571,262,38,136,391.2319912,1250,869985,414
201903,60654,"chicago, il",528620.8571,232,36,132,397.9062442,1250,898257,365
201902,60654,"chicago, il",557549.5,199,37.5,128,400.5284629,1269,912575,317
201901,60654,"chicago, il",542550,190,70,116,396.6918326,1250,866133,293
201812,60654,"chicago, il",547797,209,74,28,399.9333333,1250,888643,310
201811,60654,"chicago, il",527550,239,59,76,399.791879,1240,894013,337
201810,60654,"chicago, il",517500,274,46,80,400.3699137,1280,895156,373
201809,60654,"chicago, il",520050,267,52,112,399.92,1300,891406,368
201808,60654,"chicago, il",500050,252,52,92,398.0813333,1280,896763,368
201807,60654,"chicago, il",525550,250,46,104,401.2791573,1271,885490,375
201806,60654,"chicago, il",520050,261,36,128,402.955665,1248,890196,411
201805,60654,"chicago, il",507550,250,37,124,400.1469743,1236.5,910050,400
201804,60654,"chicago, il",537050,233,38,144,401.8477462,1270.5,936687,373
201803,60654,"chicago, il",582550,200,40,120,412.5,1316,978511,345
201802,60654,"chicago, il",667500,170,37.5,92,410.5261574,1322.5,1013410,300
201801,60654,"chicago, il",665050,158,62.5,88,422.7777778,1337.5,1025451,257
201712,60654,"chicago, il",665050,168,61,36,409.1603053,1400,990356,275
201711,60654,"chicago, il",602050,193,45,72,409.471457,1257,938324,314
201710,60654,"chicago, il",576300,204,43.5,104,404.3842365,1253,868795,333
201709,60654,"chicago, il",525050,216,45,64,399.95,1240,851539,352
201708,60654,"chicago, il",532050,224,38,116,399.7666667,1267.5,861439,360
201707,60654,"chicago, il",529050,217,39,124,401.4167651,1271,864492,347
201706,60654,"chicago, il",537500,211,37.5,112,400.4454343,1292.5,857653,366
201705,60654,"chicago, il",517050,196,33,120,394.8224769,1287.5,809454,356
201704,60654,"chicago, il",539050,165,40,84,395.3488372,1300,841896,323
